"대구광역시","여자","25~29세",11104,617,348,5362,80,51,101,172,17,360,87,76,96,49,55,2107,471,58,997,11146,600,316,5414,72,33,110,207,18,363,77,98,78,57,42,2158,485,35,983,12725,621,350,6157,119,38,111,248,13,378,65,118,91,62,38,2630,586,58,1042,11586,708,361,6175,95,41,109,206,13,362,80,104,83,51,43,2123,512,61,459,11035,690,369,5802,81,49,111,189,22,405,62,93,71,48,36,2044,417,47,499
"대구광역시","여자","30~34세",9589,441,197,5487,75,33,84,138,16,325,44,47,73,42,26,1643,379,21,518,8616,402,190,4804,57,44,59,143,22,303,44,63,52,31,28,1464,309,23,578,9200,377,205,5377,54,29,75,110,17,282,50,62,63,39,32,1551,302,42,533,8692,403,229,5243,52,30,65,90,12,281,60,55,56,24,26,1355,311,34,366,8767,401,215,5251,48,26,61,110,16,327,37,66,59,27,29,1384,281,37,392
"대구광역시","여자","35~39세",8704,300,189,5351,53,24,59,86,13,308,64,47,62,25,32,1320,298,33,440,7586,253,166,4595,47,18,69,94,15,298,52,47,54,33,22,1176,236,30,381,7899,238,144,4871,46,26,51,88,18,244,27,48,49,29,25,1241,269,26,459,6652,238,136,4035,29,14,50,54,13,231,42,39,59,37,18,1056,253,26,322,6366,208,125,3880,50,18,46,69,15,240,27,43,33,19,27,1018,204,26,318
"대구광역시","여자","40~44세",5574,143,83,3578,27,11,39,57,7,205,38,22,38,26,22,767,155,27,329,5136,147,86,3156,37,12,24,67,7,185,28,39,39,17,12,732,157,33,358,5793,130,73,3676,32,15,34,62,13,211,41,22,51,17,21,793,193,32,377,5403,179,79,3465,24,13,23,56,10,200,37,30,42,18,17,748,183,34,245,5289,154,82,3294,25,10,33,44,13,201,44,35,42,23,13,786,171,37,282
"대구광역시","여자","45~49세",5582,112,75,3805,23,9,19,56,10,175,27,28,45,14,25,735,139,25,260,5107,118,66,3487,28,11,31,44,7,130,31,25,38,14,16,650,127,19,265,5410,121,73,3576,23,6,28,54,10,148,31,30,41,18,12,752,129,22,336,4672,81,70,3163,23,6,22,51,6,157,24,27,33,13,11,654,141,18,172,4393,107,76,2884,26,10,22,43,X,156,28,31,35,19,12,599,132,18,192
"대구광역시","여자","50~54세",5009,130,64,3474,24,7,24,42,X,119,18,16,22,11,12,729,124,17,173,4784,130,57,3310,19,12,15,41,X,116,24,31,33,16,12,632,124,16,192,5407,114,59,3638,20,7,19,57,9,136,19,27,34,13,8,777,134,15,321,5076,137,65,3529,28,9,16,39,7,130,16,30,36,14,12,704,121,22,161,4469,114,65,3024,19,7,24,45,9,136,20,22,39,7,15,616,111,24,172
"대구광역시","여자","55~59세",4778,107,78,3239,18,10,20,48,X,113,27,23,23,14,10,715,129,24,177,4577,111,68,3202,18,5,19,31,5,107,18,18,29,16,5,655,101,17,152,4873,117,61,3207,18,9,21,50,10,115,23,24,34,14,13,759,143,19,236,4173,99,54,2863,21,9,24,39,10,118,13,20,22,14,8,594,112,18,135,3636,100,46,2393,18,5,16,35,7,100,21,22,31,13,10,585,103,15,116
"대구광역시","여자","60~64세",3679,120,60,2406,16,5,22,34,10,109,23,16,12,13,12,575,124,19,103,3917,86,63,2675,17,X,19,28,X,107,24,23,18,19,9,562,102,16,142,4286,108,66,2738,26,X,24,42,5,116,32,22,35,10,15,689,127,25,203,3985,111,48,2682,13,X,11,38,5,126,17,23,21,8,8,628,118,17,109,3294,98,39,2142,12,X,16,35,5,86,27,18,23,14,8,545,107,11,104
"대구광역시","여자","65~69세",2581,70,36,1705,10,X,14,27,7,101,9,12,12,6,X,405,71,9,83,2638,76,24,1844,14,X,11,15,5,68,13,11,14,7,X,375,63,6,87,3062,84,49,2027,19,X,10,23,10,103,14,9,20,X,7,444,77,18,144,2948,74,49,1996,7,X,15,28,8,93,15,12,17,12,9,452,87,15,59,2499,77,42,1624,10,X,11,21,X,76,11,12,16,5,6,421,64,8,90
"대구광역시","여자","70~74세",1787,48,26,1230,10,X,6,14,X,74,10,X,11,5,X,250,47,6,43,1859,55,23,1333,6,X,13,9,7,65,8,9,X,X,X,234,44,X,40,2016,63,27,1345,10,X,11,15,5,61,7,11,11,6,X,321,56,5,57,2033,59,25,1390,9,X,8,8,X,76,9,15,8,5,6,320,48,7,36,1683,60,35,1112,X,X,7,7,10,62,9,7,11,X,X,259,49,X,38
"대구광역시","여자","75세 이상",5898,142,80,3697,25,6,27,64,5,160,26,34,29,16,18,1252,219,8,90,5460,116,84,3473,17,X,19,36,6,134,35,32,28,19,16,1149,220,5,68,6348,159,95,3973,31,6,16,49,X,171,32,26,31,14,19,1312,232,9,169,5761,123,82,3705,19,X,16,37,11,162,35,35,25,17,10,1223,187,9,62,4883,106,70,3119,19,5,14,35,5,163,33,19,22,14,13,1014,153,11,68
